County,Name,Category,Address,"City, State",Phone
chautauqua,WEGMANS PHARMACY #088,(pharmacy dme freestanding),945 FAIRMOUNT AVE,"JAMESTOWN, NEW YORK",(585) 239-2005
chautauqua,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),10 PROSPECT ST,"JAMESTOWN, NEW YORK",(847) 527-2207
chautauqua,GGG61 CORP,(pharmacy dme freestanding),10220 ROUTE 60,"FREDONIA, NEW YORK",(716) 672-8400
chautauqua,PATIENTS FIRST PHARMACY INC,(pharmacy dme freestanding),707 FAIRMOUNT AVE STE 6,"JAMESTOWN, NEW YORK",(716) 483-6913
chautauqua,CVS PHARMACY #17886,(pharmacy dme freestanding),975 FAIRMOUNT AVE,"JAMESTOWN, NEW YORK",(716) 488-8084
chautauqua,RITE AID OF N Y #1862,(pharmacy dme freestanding),214 CENTRAL AVE,"SILVER CREEK, NEW YORK",(716) 934-3980
chautauqua,RITE AID OF NEW YORK INC,(pharmacy dme freestanding),3795 E MAIN RD,"FREDONIA, NEW YORK",(717) 975-5937
chautauqua,"NYSARC, INC",(pharmacy dme freestanding),712 W 8TH ST,"JAMESTOWN, NEW YORK",(716) 484-2344
chautauqua,CVS PHARMACY 05087,(pharmacy dme freestanding),19 S MAIN ST,"JAMESTOWN, NEW YORK",(401) 765-1500
chemung,CHEMUNG COUNTY HEALTH CENTER,(pharmacy freestanding),103 WASHINGTON ST,"ELMIRA, NEW YORK",(607) 737-2867
chemung,CHEMUNG COUNTY HEALTH CENTER,(pharmacy freestanding),103 WASHINGTON ST,"ELMIRA, NEW YORK",(607) 737-2925
chemung,WAL-MART PHARMACY 10 1976,(pharmacy dme freestanding),1400 COUNTY ROUTE 64,"HORSEHEADS, NEW YORK",(479) 224-9114
chemung,GEROULDS PROFESSIONAL PHARMARY INC,(pharmacy dme freestanding),215 HOFFMAN ST,"ELMIRA, NEW YORK",(607) 796-2196
chemung,WEGMANS PHARMACY #070,(pharmacy dme freestanding),1100 CLEMENS CENTER PKWY,"ELMIRA, NEW YORK",(607) 737-5090
chemung,ARNOT OGDEN MEDICAL CENTER AND RESI,(pharmacy dme freestanding),200 MADISON AVE STE 1G,"ELMIRA, NEW YORK",(607) 737-4507
chemung,WEIS MARKETS INC #116,(pharmacy dme freestanding),401 N MAIN ST,"ELMIRA, NEW YORK",(570) 286-3623
chemung,GEROULDS PROFESSIONAL PHARM INC,(pharmacy dme freestanding),130 S MAIN ST,"ELMIRA, NEW YORK",(607) 796-2196
chemung,SAMS PHARMACY 10-6431,(pharmacy dme freestanding),830 COUNTY ROAD 64 STE 2,"ELMIRA, NEW YORK",(607) 739-6103
chemung,CVS ALBANY LLC,(pharmacy dme freestanding),930 COUNTY ROAD 64,"ELMIRA, NEW YORK",(401) 765-1500
chemung,ECKERD CORPORATION #10881,(pharmacy dme freestanding),2898 WESTINGHOUSE RD STE 508,"HORSEHEADS, NEW YORK",(717) 975-5937
chemung,GEROULDS PROFESSIONAL PHARMACY INC,(pharmacy dme freestanding),2887 WESTINGHOUSE RD,"HORSEHEADS, NEW YORK",(607) 796-2196
chemung,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),402 N MAIN ST,"ELMIRA, NEW YORK",(847) 527-2207
chenango,WAL-MART PHARMACY 10-2120,(pharmacy freestanding),5396 STATE HIGHWAY 12,"NORWICH, NEW YORK",(479) 224-9114
chenango,BIGELOWS PHARMACY INC,(pharmacy freestanding),12 S MAIN ST,"NEW BERLIN, NEW YORK",(607) 847-8100
chenango,BIGELOWS PHARMACY INC,(pharmacy freestanding),6 N MAIN ST,"SHERBURNE, NEW YORK",(607) 674-9691
chenango,BARTLES PHARMACY INC,(pharmacy dme freestanding),10 LAFAYETTE PARK,"OXFORD, NEW YORK",(607) 843-2841
chenango,WALGREEN CO,(pharmacy dme freestanding),82 N BROAD ST,"NORWICH, NEW YORK",(847) 527-2207
chenango,PRICE CHOPPER PHARMACY #161,(pharmacy dme freestanding),5631 STATE HIGHWAY 12,"NORWICH, NEW YORK",(518) 355-5000
chenango,BARTLES PHARMACY INC,(pharmacy dme freestanding),10 LAFAYETTE PARK,"OXFORD, NEW YORK",(607) 843-2841
chenango,RITE AID #10792,(pharmacy dme freestanding),58 GENESEE ST,"GREENE, NEW YORK",(847) 527-2207
clinton,GENOA HEALTHCARE LLC,(pharmacy freestanding),2155 STATE ROUTE 22B RM P,"MORRISONVILLE, NEW YORK",(855) 577-6521
clinton,KINNEY DRUGS 121,(pharmacy dme freestanding),3 GORMAN WAY,"PERU, NEW YORK",(315) 287-3600
clinton,KPH HEALTHCARE SERVICES INC,(pharmacy dme freestanding),868 STATE ROUTE 11,"CHAMPLAIN, NEW YORK",(315) 287-3600
clinton,MAGGY PHARMACY INC,(pharmacy dme freestanding),1165 RT 374,"DANNEMORA, NEW YORK",(518) 492-7130
clinton,CORNERSTONE DRUG & GIFT INC,(pharmacy dme freestanding),72 CHAMPLAIN ST,"ROUSES POINT, NEW YORK",(518) 297-3784
clinton,KPH HEALTHCARE SERVICES INC # 50,(pharmacy dme freestanding),1588 MILITARY TPKE,"PLATTSBURGH, NEW YORK",(315) 287-3600
clinton,WALGREEN EASTERN CO INC # 11378,(pharmacy dme freestanding),301 CORNELIA ST,"PLATTSBURGH, NEW YORK",(847) 527-2207
clinton,CVS PHARMACY #17512,(pharmacy dme freestanding),60 SMITHFIELD BLVD STE 49,"PLATTSBURGH, NEW YORK",(518) 247-4962
clinton,HANNAFORD SUPERMARKET & PHARMACY,(pharmacy dme freestanding),7 PYRAMID DR,"PLATTSBURGH, NEW YORK",(207) 885-2518
clinton,KPH HEALTHCARE SERVICES INC # 59,(pharmacy dme freestanding),112 NEW YORK RD,"PLATTSBURGH, NEW YORK",(315) 287-3600
clinton,PRICE CHOPPER #168,(pharmacy dme freestanding),19 CENTRE DR,"PLATTSBURGH, NEW YORK",(518) 355-5000
clinton,KPH HEALTHCARE SERVICES INC #40,(pharmacy dme freestanding),6 VETERANS LN,"PLATTSBURGH, NEW YORK",(315) 287-3600
clinton,KEESEVILLE PHARMACY INC,(pharmacy dme freestanding),1730 FRONT ST,"KEESEVILLE, NEW YORK",(518) 834-6090
clinton,KPH HEALTHCARE SERVICES INC,(pharmacy dme freestanding),288 CORNELIA ST,"PLATTSBURGH, NEW YORK",(315) 287-3600
clinton,CONDO PHARMACY,(pharmacy dme freestanding),28 MONTCALM AVE,"PLATTSBURGH, NEW YORK",(518) 563-3400
clinton,WAL-MART PHARMACY 10-1994,(pharmacy dme freestanding),25 CONSUMER SQ,"PLATTSBURGH, NEW YORK",(479) 224-9114
columbia,SHOPRITE SUPERMARKETS INC,(pharmacy freestanding),351 FAIRVIEW AVE,"HUDSON, NEW YORK",(732) 650-3708
columbia,HANNAFORD SUPERMARKET & PHARMACY,(pharmacy dme freestanding),32 STATE ROUTE 82,"HUDSON, NEW YORK",(207) 885-3624
columbia,CVS ALBANY LLC,(pharmacy dme freestanding),160 FAIRVIEW AVE STE 20,"HUDSON, NEW YORK",(401) 765-1500
columbia,WAL-MART PHARM 10-2097,(pharmacy dme freestanding),460 FAIRVIEW AVE,"HUDSON, NEW YORK",(479) 224-9114
columbia,RITE AID #10707,(pharmacy dme freestanding),173 FAIRVIEW AVE,"HUDSON, NEW YORK",(847) 527-2207
columbia,RITE AID #10677,(pharmacy dme freestanding),15 COLEMAN ST,"CHATHAM, NEW YORK",(847) 527-2207
columbia,CVS HUDSON CLINTON STORE LLC,(pharmacy dme freestanding),617 WARREN ST,"HUDSON, NEW YORK",(518) 828-9469
columbia,HANNAFORD FOOD & DRUG #8364,(pharmacy dme freestanding),2967 US HIGHWAY 9 STE 400,"VALATIE, NEW YORK",(207) 885-2518
columbia,D/B/A CVS PHARMACY 00783,(pharmacy dme freestanding),2982 ROUTE 9,"VALATIE, NEW YORK",(401) 765-1500
columbia,PRICE CHOPPER PHARMACY #246,(pharmacy dme freestanding),2614 ROUTE 66,"CHATHAM, NEW YORK",(518) 355-5000
cortland,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),3948 STATE ROUTE 281,"CORTLAND, NEW YORK",(847) 527-2207
cortland,CVS #2135,(pharmacy dme freestanding),13 PORT WATSON ST,"CORTLAND, NEW YORK",(607) 753-3230
cortland,KPH HEALTHCARE SERVICES INC # 36,(pharmacy dme freestanding),14 CLINTON AVE,"CORTLAND, NEW YORK",(315) 287-3600
cortland,GOLUB CORPORATION,(pharmacy dme freestanding),854 STATE ROUTE 13,"CORTLAND, NEW YORK",(518) 355-5000
cortland,KPH HEALTHCARE SERVICES INC,(pharmacy dme freestanding),3666 STATE ROUTE 281,"CORTLAND, NEW YORK",(315) 287-3600
cortland,WAL MART PHARMACY 10 1781,(pharmacy dme freestanding),819 BENNIE RD,"CORTLAND, NEW YORK",(405) 202-9925
cortland,RITE AID #10739,(pharmacy dme freestanding),170 PORT WATSON ST,"CORTLAND, NEW YORK",(847) 527-2207
delaware,DELAWARE VALLEY HOSPITAL INC,(pharmacy freestanding),121 STOCKTON AVE,"WALTON, NEW YORK",(607) 865-2781
delaware,KMART PHARMACY 7676,(pharmacy freestanding),171 DELAWARE AVE,"SIDNEY, NEW YORK",(607) 563-9911
delaware,WALGREENS #19333,(pharmacy dme freestanding),10 MAIN ST,"SIDNEY, NEW YORK",(847) 527-2207
delaware,MARY IMOGENE BASSETT HOSPITAL,(pharmacy dme freestanding),460 ANDES RD STE A,"DELHI, NEW YORK",(607) 547-6681
delaware,RITE AID #2749,(pharmacy dme freestanding),119 W MAIN ST,"HANCOCK, NEW YORK",(847) 527-2207
delaware,WALGREEN CO.,(pharmacy dme freestanding),5 LAKE ST,"STAMFORD, NEW YORK",(847) 527-2207
delaware,CVS ALBANY LLC,(pharmacy dme freestanding),60 BRIDGE ST,"MARGARETVILLE, NEW YORK",(401) 765-1500
delaware,CVS ALBANY LLC,(pharmacy dme freestanding),215 DELAWARE ST,"WALTON, NEW YORK",(401) 765-1500
delaware,WALGREEN CO,(pharmacy dme freestanding),1 MAIN ST STE 6,"DELHI, NEW YORK",(847) 527-2207
dutchess,WAL-MART PHARMACY 10-1810,(pharmacy freestanding),26 W MERRITT BLVD,"FISHKILL, NEW YORK",(405) 202-9925
dutchess,SAMS PHARMACY 10-6356,(pharmacy freestanding),56 W MERRITT BLVD,"FISHKILL, NEW YORK",(845) 896-8665
dutchess,AMENIA PHARMACY RX LLC,(pharmacy freestanding),5094 ROUTE 22 STE 48,"AMENIA, NEW YORK",(845) 373-8000
dutchess,BEACON WELLNESS PHARMACY INC,(pharmacy freestanding),333 MAIN ST,"BEACON, NEW YORK",(845) 765-8878
dutchess,GENOA HEALTHCARE LLC,(pharmacy freestanding),20 MANCHESTER RD,"POUGHKEEPSIE, NEW YORK",(845) 347-6096
dutchess,FISHKILL PHARMACY LLC,(pharmacy dme freestanding),1004 MAIN ST BLDG 554,"FISHKILL, NEW YORK",(845) 897-0636
dutchess,PRICE CHOPPER PHARMACY #129,(pharmacy dme freestanding),2585 SOUTH RD,"POUGHKEEPSIE, NEW YORK",(518) 355-5000
dutchess,TOPS PHARMACY 533,(pharmacy dme freestanding),16 JON J WAGNER WAY,"LAGRANGEVILLE, NEW YORK",(845) 473-0459
dutchess,WALGREENS EASTERN CO INC,(pharmacy dme freestanding),704 FREEDOM PLAINS RD STE A1,"POUGHKEEPSIE, NEW YORK",(847) 527-2207
dutchess,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),827 DUTCHESS TPKE,"POUGHKEEPSIE, NEW YORK",(847) 527-2207
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),25 WINSLOW GATE RD,"POUGHKEEPSIE, NEW YORK",(845) 224-0495
dutchess,CITY SPECIALTY PHARMACY,(pharmacy dme freestanding),324 MAIN ST,"POUGHKEEPSIE, NEW YORK",(845) 471-2320
dutchess,RITE AID OF NEW YORK INC 1868,(pharmacy dme freestanding),320 MAIN ST,"BEACON, NEW YORK",(717) 975-5937
dutchess,TOPS MARKETS LLC,(pharmacy dme freestanding),6734 ROUTE 9,"RHINEBECK, NEW YORK",(845) 876-3202
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),48 E MARKET ST,"RHINEBECK, NEW YORK",(401) 765-1500
dutchess,DUTCHESS CHEMIST INC,(pharmacy dme freestanding),6032 ROUTE 82,"STANFORDVILLE, NEW YORK",(845) 868-1010
dutchess,CVS PHARMACY 05055,(pharmacy dme freestanding),3081 ROUTE 22,"DOVER PLAINS, NEW YORK",(914) 877-6372
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),986 MAIN ST,"FISHKILL, NEW YORK",(845) 896-2067
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),4246 ALBANY POST RD STE 2,"HYDE PARK, NEW YORK",(845) 229-2224
dutchess,ACME PHARMACY 2428,(pharmacy dme freestanding),829 MAIN ST,"HOPEWELL JUNCTION, NEW YORK",(208) 395-3920
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),2 WEST RD,"PLEASANT VALLEY, NEW YORK",(845) 635-1350
dutchess,BEEKMAN PHARMACY,(pharmacy dme freestanding),2540 ROUTE 55,"POUGHQUAG, NEW YORK",(845) 724-3200
dutchess,HANNAFORD FOOD & DRUG #8334,(pharmacy dme freestanding),1490 ROUTE 9,"WAPPINGERS FALLS, NEW YORK",(207) 885-2518
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),413 ROUTE 376 STE 1,"HOPEWELL JUNCTION, NEW YORK",(845) 221-3750
dutchess,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),2024 SOUTH RD,"POUGHKEEPSIE, NEW YORK",(847) 527-2207
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),2503 SOUTH RD,"POUGHKEEPSIE, NEW YORK",(401) 765-1500
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),26 E MAIN ST,"PAWLING, NEW YORK",(401) 765-1500
dutchess,RITE AID OF NEW YORK INC 597,(pharmacy dme freestanding),40 VASSAR RD,"POUGHKEEPSIE, NEW YORK",(717) 761-2633
dutchess,MILLBROOK PHARMACY LLC,(pharmacy dme freestanding),3272 FRANKLIN AVE,"MILLBROOK, NEW YORK",(845) 677-3131
dutchess,STOP & SHOP SUPERMARKET CO. LLC,(pharmacy dme freestanding),2540 SOUTH RD,"POUGHKEEPSIE, NEW YORK",(800) 715-1000
dutchess,HANNAFORD FOOD & DRUG #8335,(pharmacy dme freestanding),162 ROUTE 22,"PAWLING, NEW YORK",(207) 885-3624
dutchess,CVS PHARMACY #2595,(pharmacy dme freestanding),722 DUTCHESS TPKE,"POUGHKEEPSIE, NEW YORK",(401) 765-1500
dutchess,TOTAL CARE PHARMACY XI INC,(pharmacy dme freestanding),2859 ROUTE 55,"POUGHQUAG, NEW YORK",(845) 724-5757
dutchess,MOLLOY MEDICAL ARTS PHARMA INC,(pharmacy dme freestanding),19 BAKER AVE STE 207,"POUGHKEEPSIE, NEW YORK",(845) 471-7455
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),7568 N BROADWAY,"RED HOOK, NEW YORK",(845) 758-9612
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),108 ROUTE 44,"MILLERTON, NEW YORK",(401) 765-1500
dutchess,PLEASANT VALLEY CHEMISTS INC,(pharmacy dme freestanding),13 NORTH AVE STE 1,"PLEASANT VALLEY, NEW YORK",(845) 635-2222
dutchess,HANNAFORD SUPERMARKET & PHARMACY,(pharmacy dme freestanding),35 HANNAFORD DR,"RED HOOK, NEW YORK",(845) 758-9331
dutchess,WALGREENS EASTERN CO INC,(pharmacy dme freestanding),1575 ROUTE 9,"WAPPINGERS FALLS, NEW YORK",(847) 527-2207
dutchess,CVS ALBANY LLC,(pharmacy dme freestanding),2001 SOUTH RD,"POUGHKEEPSIE, NEW YORK",(845) 297-3852
dutchess,STOP & SHOP SUPERMARKET COMPANY LLC,(pharmacy dme freestanding),PLAZA 44 RTE 44,"POUGHKEEPSIE, NEW YORK",(207) 885-2518
erie,WAL-MART PHARMACY 10-2164,(pharmacy freestanding),317 S CASCADE DR,"SPRINGVILLE, NEW YORK",(479) 224-9114
erie,WAL-MART PHARM 10-2355,(pharmacy freestanding),5033 TRANSIT RD,"WILLIAMSVILLE, NEW YORK",(716) 565-0255
erie,WAL-MART STORES EAST LP,(pharmacy freestanding),4975 TRANSIT RD,"DEPEW, NEW YORK",(479) 224-9114
erie,EVERGREEN HEALTH SERVICES,(pharmacy freestanding),800 HERTEL AVE STE 105,"BUFFALO, NEW YORK",(716) 847-2441
erie,CARE MORE PHARMACY LLC,(pharmacy freestanding),319 RIDGE RD,"LACKAWANNA, NEW YORK",(716) 235-8185
erie,CLARENCE PHARMACY LLC,(pharmacy freestanding),9500 MAIN ST STE 600,"CLARENCE, NEW YORK",(716) 407-3544
erie,WAL-MART PHARMACY 10-2405,(pharmacy freestanding),5360 SOUTHWESTERN BLVD,"HAMBURG, NEW YORK",(479) 224-9114
erie,TOPS MARKETS LLC #261,(pharmacy freestanding),12775 BROADWAY ST,"ALDEN, NEW YORK",(716) 937-6316
erie,ROUTE 16 PHARMACY LLC,(pharmacy freestanding),19 N MAIN ST,"HOLLAND, NEW YORK",(716) 537-2822
erie,CASEYS PRESCRIPTION PAD INC,(pharmacy freestanding),5844 SOUTHWESTERN BLVD STE 300,"HAMBURG, NEW YORK",(716) 926-9044
erie,SWAN PRESCRIPTION CENTER,(pharmacy freestanding),6035 TRANSIT RD,"EAST AMHERST, NEW YORK",(716) 832-0599
erie,JERICHO ROAD MINISTRIES INC,(pharmacy freestanding),184 BARTON ST,"BUFFALO, NEW YORK",(716) 348-3000
erie,COTTRILLS PHARMACY INC,(pharmacy freestanding),4919 ELLICOTT RD,"ORCHARD PARK, NEW YORK",(716) 508-8481
erie,PARKER PHARMACY INC,(pharmacy freestanding),1388 HERTEL AVE,"BUFFALO, NEW YORK",(716) 725-0887
erie,JERICHO ROAD MINISTRIES,(pharmacy freestanding),1021 BROADWAY ST,"BUFFALO, NEW YORK",(716) 881-6191
erie,ERIE COUNTY MEDICAL CENTER CORPORAT,(pharmacy freestanding),462 GRIDER ST RM 111-02D,"BUFFALO, NEW YORK",(716) 898-3727
erie,PINE PHARMACY AND HOME CARE,(pharmacy freestanding),5110 MAIN ST STE 101,"WILLIAMSVILLE, NEW YORK",(716) 332-2288
erie,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),7060 SENECA ST STE 100RX,"ELMA, NEW YORK",(847) 527-2207
erie,CVS PHARMACY 725,(pharmacy dme freestanding),392 KENMORE AVE,"BUFFALO, NEW YORK",(716) 837-3815
erie,RUTOWSKI OF EAST AURORA INC,(pharmacy dme freestanding),597 OAKWOOD AVE,"EAST AURORA, NEW YORK",(716) 652-1360
erie,PARKVIEW HEALTH SERVICES LLC,(pharmacy dme freestanding),3920 MAIN ST STE 100,"AMHERST, NEW YORK",(716) 876-2323
erie,WALGREEN EASTERN CO INC # 03257,(pharmacy dme freestanding),1328 ABBOTT RD,"LACKAWANNA, NEW YORK",(847) 527-2207
erie,SPECIALTY PHARMACY MANAGEMENT LLC,(pharmacy dme freestanding),15 EARHART DR STE 101,"AMHERST, NEW YORK",(716) 929-1000
erie,AMERICAN HOMEPATIENT,(pharmacy dme freestanding),6350 TRANSIT RD,"DEPEW, NEW YORK",(615) 221-8191
erie,TOPS MARKETS LLC #202,(pharmacy dme freestanding),3865 UNION RD,"CHEEKTOWAGA, NEW YORK",(716) 684-5961
erie,RITE AID PHARMACY #10805,(pharmacy dme freestanding),13090 BROADWAY ST,"ALDEN, NEW YORK",(717) 975-5937
erie,WEGMANS PHARMACY #083,(pharmacy dme freestanding),5275 SHERIDAN DR,"WILLIAMSVILLE, NEW YORK",(585) 239-2005
erie,URBAN HEALTH PHARMACY INC,(pharmacy dme freestanding),564 NIAGARA ST BLDG 2,"BUFFALO, NEW YORK",(716) 768-0359
erie,ECKERD CORPORATION #10825,(pharmacy dme freestanding),1625 BROADWAY ST,"BUFFALO, NEW YORK",(717) 975-5937
erie,UPSTATE PHARMACY LTD,(pharmacy dme freestanding),1900 N AMERICA DR,"WEST SENECA, NEW YORK",(716) 675-3748
erie,ISLAND PRESCRIPTION CENTER,(pharmacy dme freestanding),1728 GRAND ISLAND BLVD,"GRAND ISLAND, NEW YORK",(716) 553-6515
erie,SPRINGVILLE PHARMACY LLC,(pharmacy dme freestanding),13 E MAIN ST,"SPRINGVILLE, NEW YORK",(716) 592-2026
erie,WALGREEN EASTERN CO INC # 03857,(pharmacy dme freestanding),3488 MAIN ST,"BUFFALO, NEW YORK",(847) 527-2207
erie,WALGREEN EASTERN CO INC # 09717,(pharmacy dme freestanding),6785 TRANSIT RD,"EAST AMHERST, NEW YORK",(847) 527-2207
erie,TOPS MARKETS LLC #049,(pharmacy dme freestanding),355 ORCHARD PARK RD,"WEST SENECA, NEW YORK",(716) 517-3003
erie,CVS ALBANY LLC,(pharmacy dme freestanding),2000 KENSINGTON AVE,"AMHERST, NEW YORK",(716) 839-5471
erie,ECKERD CORPORATION #10836,(pharmacy dme freestanding),2401 GENESEE ST,"CHEEKTOWAGA, NEW YORK",(717) 975-5937
erie,TOPS MARKETS LLC #207,(pharmacy dme freestanding),3035 NIAGARA FALLS BLVD,"AMHERST, NEW YORK",(716) 515-0030
erie,DISCOUNT PHARMACY LLC,(pharmacy dme freestanding),429 WILLIAM ST,"BUFFALO, NEW YORK",(716) 852-3000
erie,WALGREEN EASTERN CO INC #03267,(pharmacy dme freestanding),2043 KENSINGTON AVE,"AMHERST, NEW YORK",(847) 527-2207
erie,WEGMANS PHARMACY #086,(pharmacy dme freestanding),3135 NIAGARA FALLS BLVD,"AMHERST, NEW YORK",(585) 239-2005
erie,CVS ALBANY LLC,(pharmacy dme freestanding),727 MAIN ST,"EAST AURORA, NEW YORK",(401) 765-1500
erie,J RUTOWSKI OF ELMA INC,(pharmacy dme freestanding),2317 BOWEN RD,"ELMA, NEW YORK",(716) 652-3920
erie,TOPS MARKETS LLC #232,(pharmacy dme freestanding),2101 ELMWOOD AVE,"BUFFALO, NEW YORK",(716) 515-0055
erie,RML PHARMACY PC,(pharmacy dme freestanding),4481 LAKE SHORE RD,"HAMBURG, NEW YORK",(716) 627-3060
erie,TOPS MARKETS LLC #220,(pharmacy dme freestanding),4777 TRANSIT RD,"DEPEW, NEW YORK",(716) 515-3290
erie,CVS PHARMACY # 609,(pharmacy dme freestanding),1625 ELMWOOD AVE,"BUFFALO, NEW YORK",(716) 875-0922
erie,TOPS MARKETS LLC #210,(pharmacy dme freestanding),345 AMHERST ST,"BUFFALO, NEW YORK",(716) 515-2190
erie,BUFFALO CLINICAL SERVICES INC,(pharmacy dme freestanding),1769 ORCHARD PARK RD,"WEST SENECA, NEW YORK",(716) 675-4133
erie,J RUTOWSKI OF WANAKAH INC,(pharmacy dme freestanding),S 4923 LAKE SHORE RD,"HAMBURG, NEW YORK",(716) 627-3232
erie,TOPS MARKETS LLC #119,(pharmacy dme freestanding),2140 GRAND ISLAND BLVD,"GRAND ISLAND, NEW YORK",(716) 775-1169
erie,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),578 DICK RD,"DEPEW, NEW YORK",(847) 527-2207
erie,TOPS MARKETS LLC #250,(pharmacy dme freestanding),1275 JEFFERSON AVE,"BUFFALO, NEW YORK",(716) 816-0190
erie,WALGREEN CO # 11334,(pharmacy dme freestanding),9050 ERIE RD,"ANGOLA, NEW YORK",(847) 527-2207
erie,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),3008 UNION RD,"ORCHARD PARK, NEW YORK",(847) 527-2207
erie,RAHMA PHAMACY,(pharmacy dme freestanding),964 BROADWAY ST,"BUFFALO, NEW YORK",(716) 589-2555
erie,VNA HOME CARE SERVICES,(pharmacy dme freestanding),650 AIRBORNE PKWY,"CHEEKTOWAGA, NEW YORK",(716) 630-8293
erie,HMB PHARMACY MANAGEMENT LLC,(pharmacy dme freestanding),34 BENWOOD AVE,"BUFFALO, NEW YORK",(585) 235-2370
erie,CVS PHARMACY # 17271,(pharmacy dme freestanding),4920 TRANSIT RD,"DEPEW, NEW YORK",(716) 608-2021
erie,WALGREENS EASTERN CO INC # 12066,(pharmacy dme freestanding),2320 GRAND ISLAND BLVD,"GRAND ISLAND, NEW YORK",(847) 527-2207
erie,WAL-MART PHARMACY 2210,(pharmacy dme freestanding),3290 SHERIDAN DR,"AMHERST, NEW YORK",(716) 691-0738
erie,NICKEL CITY PHARMACY INC,(pharmacy dme freestanding),1791 S PARK AVE,"BUFFALO, NEW YORK",(716) 823-8300
erie,WEGMANS PHARMACY #087,(pharmacy dme freestanding),4960 TRANSIT RD,"DEPEW, NEW YORK",(585) 239-2005
erie,CATHOLIC HEALTH SYSTEM,(pharmacy dme freestanding),6350 TRANSIT RD,"DEPEW, NEW YORK",(716) 706-2359
erie,BLACK ROCK PHARMACY INC,(pharmacy dme freestanding),431 TONAWANDA ST,"BUFFALO, NEW YORK",(716) 876-3070
erie,VITAL SERVICES LLC,(pharmacy dme freestanding),301 CONNECTICUT ST,"BUFFALO, NEW YORK",(716) 923-4603
erie,TOPS PHARMACY #226,(pharmacy dme freestanding),890 YOUNG ST,"TONAWANDA, NEW YORK",(716) 692-8286
erie,BRIGHTON EGGERT PHARMACY INC,(pharmacy dme freestanding),935 BRIGHTON RD,"TONAWANDA, NEW YORK",(716) 835-6778
erie,CLINTON PHARMACY INC,(pharmacy dme freestanding),2032 CLINTON ST,"BUFFALO, NEW YORK",(716) 824-5200
erie,TOPS MARKETS LLC # 041,(pharmacy dme freestanding),3980 MAPLE RD,"AMHERST, NEW YORK",(716) 515-0080
erie,WALGREEN EASTERN CO INC # 09759,(pharmacy dme freestanding),5305 MAIN ST,"WILLIAMSVILLE, NEW YORK",(847) 527-2207
erie,WALGREEN EASTERN CO INC # 03859,(pharmacy dme freestanding),4815 BROADWAY,"DEPEW, NEW YORK",(847) 527-2207
erie,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),5275 TRANSIT RD,"BUFFALO, NEW YORK",(847) 527-2207
erie,WEGMANS PHARMACY #080,(pharmacy dme freestanding),651 DICK RD,"DEPEW, NEW YORK",(585) 239-2005
erie,TOPS MARKETS LLC #228,(pharmacy dme freestanding),150 NIAGARA ST,"TONAWANDA, NEW YORK",(716) 693-6400
erie,WALGREEN EASTERN CO INC # 05610,(pharmacy dme freestanding),3605 SHERIDAN DR,"AMHERST, NEW YORK",(847) 527-2207
erie,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),6199 S PARK AVE,"HAMBURG, NEW YORK",(847) 527-2207
erie,WEGMANS PHARMACY #089,(pharmacy dme freestanding),370 ORCHARD PARK RD,"WEST SENECA, NEW YORK",(585) 239-2005
erie,RITE AID OF NEW YORK INC,(pharmacy dme freestanding),60 CENTRAL AVE,"LANCASTER, NEW YORK",(717) 761-2633
erie,TOPS MARKETS LLC #131,(pharmacy dme freestanding),700 THRUWAY PLAZA DR,"CHEEKTOWAGA, NEW YORK",(716) 929-0383
erie,WEGMANS PHARMACY #082,(pharmacy dme freestanding),675 ALBERTA DR,"AMHERST, NEW YORK",(585) 239-2005
erie,RITE AID OF NEW YORK INC 1689,(pharmacy dme freestanding),3071 -3085 S PARK AVE,"LACKAWANNA, NEW YORK",(717) 761-2633
erie,WALGREEN EASTERN CO INC,(pharmacy dme freestanding),815 HARLEM RD,"WEST SENECA, NEW YORK",(847) 527-2207
erie,TOPS MARKETS LLC #224,(pharmacy dme freestanding),2351 MAPLE RD,"AMHERST, NEW YORK",(716) 515-3205
erie,ALDEN PHARMACY,(pharmacy dme freestanding),13203 BROADWAY ST,"ALDEN, NEW YORK",(716) 861-2226
